id,outcome,serve,rally,hitpoint,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,opponent.depth,opponent.distance.from.center,same.side,previous.hitpoint,previous.time.to.net,server.is.impact.player
1945,W,2,4,F,32.91,0.40,1.54,2.47,0,0,6.10,5.52,1.33,10.32,2.44,18.20,0.48,2.65,9.22,14.12,0.88,1,F,1.10,0
3907,UE,2,5,F,16.68,-0.22,1.66,10.66,0,0,3.72,12.43,1.89,13.86,1.54,34.41,0.10,2.73,7.47,16.08,1.20,1,F,0.58,1
5066,W,1,6,B,21.88,1.94,2.76,4.00,0,0,6.20,13.49,1.46,15.16,4.51,16.32,0.88,3.30,1.34,2.62,1.97,1,B,0.15,0
4751,FE,2,11,B,38.04,-0.05,2.15,5.79,0,0,4.34,13.70,2.60,15.11,1.50,34.83,0.60,1.44,2.66,13.52,0.02,0,F,0.45,1
7816,UE,2,3,F,36.91,-0.08,2.20,6.94,0,0,2.31,13.99,0.02,11.80,0.72,34.32,1.16,4.06,2.52,13.80,4.48,0,F,0.51,1
2627,FE,1,3,F,26.74,1.57,0.14,6.16,0,0,2.64,13.04,1.41,11.54,0.76,30.23,1.23,3.62,0.69,12.33,2.38,0,B,0.47,1
402,FE,1,16,B,11.59,1.79,0.17,10.06,0,0,1.78,10.06,1.50,11.00,0.00,39.06,0.36,1.77,2.59,5.19,3.28,1,F,0.23,0
6953,UE,1,3,B,34.18,0.55,1.23,0.09,1,1,1.23,11.31,0.42,11.00,0.77,26.34,0.07,2.80,6.55,11.93,3.00,0,B,0.51,1
229,UE,1,9,B,37.27,1.40,0.49,2.11,0,0,1.85,13.98,1.04,14.11,0.81,38.48,0.18,1.70,4.84,13.91,2.59,0,F,0.42,1
1578,W,1,3,F,37.21,0.32,0.00,2.71,0,0,3.74,9.62,2.55,11.13,0.87,21.03,1.04,2.91,5.35,12.47,2.38,0,B,0.72,1
640,W,1,4,F,38.75,0.78,0.11,1.08,0,0,2.47,13.36,0.15,12.52,2.17,26.26,0.92,4.05,3.60,11.91,1.83,0,F,0.53,0
8555,FE,1,4,F,24.89,2.40,2.87,1.34,0,1,3.60,16.16,3.80,15.11,0.36,40.92,0.54,0.41,3.35,13.12,0.91,1,F,0.37,0
2705,UE,2,3,F,32.65,1.41,4.11,1.84,0,1,1.49,12.78,1.67,11.85,0.51,37.28,0.68,2.99,4.97,15.37,3.92,0,F,0.52,1
7889,FE,2,10,B,14.37,0.00,3.57,9.63,0,0,0.27,4.20,0.51,4.46,0.56,26.07,0.76,1.86,7.98,8.93,0.22,1,V,0.37,0
1557,FE,1,3,B,20.22,4.04,1.50,0.43,0,1,2.98,12.46,3.78,11.27,1.05,36.09,0.13,0.52,5.29,13.46,1.57,0,F,0.46,1
943,W,1,3,F,34.48,0.58,1.03,0.62,0,0,1.73,9.83,2.90,11.20,1.84,24.86,0.47,3.70,5.84,11.40,5.32,0,B,0.54,1
1926,W,2,3,F,38.41,0.55,1.41,2.45,0,0,2.39,9.06,0.47,11.41,0.91,21.20,1.96,3.66,5.70,13.72,5.68,0,F,0.95,1
635,UE,2,3,B,24.82,-0.21,1.82,9.60,0,0,1.41,12.56,0.59,11.61,0.46,26.97,0.66,2.78,3.66,10.88,1.89,0,B,0.43,1
6469,UE,1,5,F,33.66,-0.16,1.64,8.13,0,0,2.19,12.35,1.86,12.24,0.33,25.06,0.56,3.35,3.91,13.94,0.03,0,B,0.66,1
8001,FE,2,3,F,28.85,0.85,1.38,0.41,0,1,4.35,14.86,2.16,12.07,1.18,31.79,0.40,0.68,3.15,10.64,4.14,0,F,0.38,1
6738,FE,2,3,F,28.25,-0.03,2.36,7.23,0,0,1.59,12.74,0.74,11.56,0.32,29.59,1.07,4.06,0.32,10.85,2.24,0,B,0.41,1
4112,W,1,10,U,27.48,0.75,2.28,3.18,0,0,2.03,5.14,0.24,6.65,1.60,31.35,1.58,3.24,7.32,12.63,2.33,0,V,0.46,0
8993,W,1,3,B,33.08,0.47,1.46,2.30,0,0,3.41,8.49,3.55,11.18,1.46,19.20,1.16,1.35,7.11,12.27,4.03,0,B,0.83,1
3014,W,1,3,F,37.14,0.53,1.79,1.86,0,0,1.97,9.79,0.90,11.22,0.46,20.58,1.47,4.04,5.15,13.37,3.12,0,B,0.84,1
7862,W,1,5,F,21.58,0.84,1.25,4.60,0,0,2.38,5.94,1.23,7.03,0.88,37.09,1.23,2.06,6.33,14.14,3.80,0,V,0.44,1
9347,W,1,3,F,41.18,0.50,1.00,2.69,0,0,4.32,10.45,3.66,11.25,0.58,20.10,1.48,2.01,5.73,12.39,2.14,0,B,0.76,1
6371,FE,1,4,F,24.00,-0.08,1.81,8.40,0,0,6.52,13.29,0.76,10.27,5.01,26.37,0.66,1.96,2.93,12.33,1.81,0,B,0.49,0
3432,W,2,6,F,48.01,0.34,1.61,2.39,0,0,5.15,10.64,4.13,12.39,0.70,21.69,2.44,0.32,5.04,14.95,1.63,1,F,0.98,0
8261,UE,1,6,B,25.66,-0.01,3.50,9.10,0,0,2.31,13.40,1.04,14.35,3.15,23.50,1.46,2.69,1.91,13.12,2.11,0,B,0.69,0
3493,UE,2,8,F,41.72,-0.06,3.47,6.71,0,0,3.15,16.32,2.89,16.18,0.26,42.35,0.53,1.64,3.01,14.10,1.89,1,F,0.39,0
6533,W,2,8,F,43.35,0.27,0.99,2.37,0,0,4.37,14.42,1.99,14.15,2.37,33.21,0.67,1.44,2.33,12.19,0.95,1,F,0.42,0
2328,UE,2,12,B,34.05,1.47,1.78,2.51,0,1,2.51,13.97,3.44,14.06,0.93,36.76,0.37,0.98,4.60,14.66,0.67,1,F,0.46,0
1489,FE,1,4,F,32.01,0.27,1.86,3.80,1,0,2.20,14.03,2.23,14.45,0.07,48.28,0.63,1.24,0.09,11.29,2.78,0,U,0.26,0
2276,UE,2,6,F,34.23,2.08,1.81,2.26,0,1,3.28,14.45,1.81,13.64,1.37,37.85,0.70,1.36,1.85,13.71,0.17,1,F,0.42,0
5496,W,1,3,F,35.23,0.43,0.72,3.46,0,0,2.10,10.36,0.83,11.25,1.07,20.33,1.74,2.69,4.21,14.03,2.19,0,B,0.85,1
4714,W,1,8,B,27.33,0.36,0.99,2.45,0,0,6.16,8.15,1.17,13.40,2.04,8.45,0.83,2.55,6.51,2.57,1.10,1,B,0.24,0
8678,W,2,5,F,41.98,0.29,0.87,4.21,0,0,4.73,12.88,3.07,13.08,1.66,26.67,0.91,1.72,3.78,13.48,3.44,0,B,0.65,1
4608,UE,2,7,B,32.90,-0.08,2.79,7.33,0,0,4.10,11.54,1.89,13.50,1.71,23.11,0.92,1.57,3.89,13.06,2.32,0,B,0.71,1
8074,W,2,7,U,43.34,0.46,0.91,4.32,0,0,1.99,12.67,2.75,13.38,0.89,21.69,1.62,2.25,2.15,13.93,1.92,1,B,0.78,1
4531,W,2,5,U,30.46,0.96,0.04,2.07,0,0,2.12,13.09,1.92,13.06,0.20,36.65,0.09,3.03,5.32,13.47,3.46,1,B,0.43,1
7006,W,1,3,F,23.97,0.78,1.66,4.84,0,0,4.72,5.64,1.85,9.67,0.61,20.82,2.55,3.29,6.47,12.87,5.14,0,V,0.80,1
2052,W,2,3,U,39.71,0.70,0.11,1.42,0,0,2.65,13.13,2.92,11.38,0.93,32.99,0.93,3.14,4.37,15.31,1.44,0,F,0.53,1
6757,W,2,3,F,30.19,0.97,0.04,3.79,0,0,1.54,12.27,2.68,11.32,1.47,31.36,0.26,2.50,6.11,10.87,3.73,0,B,0.41,1
5912,UE,1,6,F,36.25,1.36,2.84,0.38,0,1,2.74,15.12,2.56,14.74,0.15,31.55,1.21,1.46,0.68,12.77,2.49,1,B,0.48,0
461,W,2,23,F,14.44,0.31,1.42,7.99,0,0,5.08,6.03,0.86,10.79,0.91,26.24,0.94,2.55,6.56,15.57,2.02,1,V,0.75,1
6744,UE,1,3,F,41.67,0.89,1.17,2.80,0,1,0.66,11.13,1.80,11.12,1.14,23.41,0.74,4.00,5.09,12.86,3.28,0,U,0.64,1
5790,UE,2,4,F,36.14,-0.11,0.98,7.53,0,0,2.14,14.78,1.49,12.99,0.31,31.23,0.77,3.50,1.84,12.62,0.72,1,B,0.47,0
212,W,1,3,F,43.32,0.19,1.31,3.60,0,0,2.74,10.70,4.01,11.17,1.31,18.77,2.21,1.90,3.24,12.51,3.11,0,U,0.84,1
5211,FE,1,3,F,28.47,-0.04,3.99,8.12,0,0,2.27,13.23,0.63,11.25,1.76,29.16,1.36,3.20,0.28,11.77,4.84,0,B,0.46,1
6798,FE,1,4,F,28.61,1.11,1.74,3.03,1,0,3.78,14.64,1.93,13.05,1.50,35.34,0.58,1.64,2.14,10.61,0.89,1,F,0.33,0
652,UE,2,5,F,33.12,1.55,2.61,0.24,0,1,3.77,13.52,1.07,12.94,2.66,36.00,0.37,2.86,3.94,15.05,0.93,1,B,0.48,1
6724,UE,2,7,B,35.25,1.44,2.05,1.82,0,1,0.17,14.65,1.97,14.79,2.06,38.63,0.40,2.91,4.57,13.93,2.36,0,F,0.42,1
3971,W,2,10,V,31.11,0.44,1.86,7.51,0,0,7.11,12.80,2.78,14.98,3.99,18.70,0.51,1.21,2.19,6.04,0.65,1,F,0.35,0
5370,UE,2,8,B,13.09,-0.36,3.81,10.40,0,0,2.90,5.56,2.33,6.07,0.52,26.19,0.86,0.46,6.68,13.99,2.86,0,V,0.63,0
8002,W,1,4,B,27.11,0.01,3.96,7.37,0,0,4.18,15.85,3.57,13.50,0.11,36.47,0.53,0.47,4.08,12.97,1.98,1,F,0.42,0
4578,UE,1,3,B,30.71,-0.11,2.22,8.18,0,0,4.19,14.19,1.64,11.27,1.37,22.94,1.72,1.76,0.13,12.38,2.90,0,F,0.63,1
2071,UE,1,8,F,29.58,-0.10,2.49,8.86,0,0,3.95,14.31,3.76,14.10,0.18,34.89,0.35,1.50,5.45,13.20,2.13,1,B,0.45,0
3318,UE,1,5,U,30.06,-0.02,0.62,7.59,0,0,5.80,7.28,0.39,12.25,3.37,22.81,2.12,3.29,4.96,15.40,2.43,1,V,0.88,1
4497,FE,2,12,F,32.26,0.89,0.57,3.53,0,0,0.70,13.17,0.60,13.81,0.30,32.44,0.27,3.70,5.29,13.61,2.51,1,B,0.48,0
6569,W,1,3,F,34.64,0.60,0.38,1.14,0,0,2.38,9.23,0.07,11.13,1.52,20.82,0.39,3.77,6.71,11.56,5.29,0,B,0.65,1
1824,W,2,10,F,41.96,0.62,0.18,3.05,0,0,6.66,13.09,4.73,13.73,1.90,24.54,1.88,1.65,3.21,14.57,1.77,1,F,0.74,0
487,UE,2,4,B,30.12,-0.05,0.24,7.21,0,0,6.84,8.27,4.75,13.73,0.64,18.14,1.55,0.20,8.16,13.69,2.07,0,F,1.10,0
3205,UE,2,6,F,13.29,0.00,1.05,9.47,0,0,8.90,8.76,4.58,12.82,3.35,18.19,3.16,1.71,4.88,13.83,1.63,1,F,1.14,0
7529,UE,2,8,F,36.97,1.25,0.45,0.42,1,0,3.46,14.56,0.91,13.91,2.49,35.84,0.58,2.00,1.91,13.44,1.06,0,F,0.43,0
7823,UE,2,4,B,25.35,-0.18,2.77,6.74,0,0,1.71,12.81,0.94,11.84,2.36,36.95,0.30,2.77,4.02,13.21,0.78,1,F,0.41,0
66,UE,1,3,B,31.57,0.91,0.19,4.95,1,0,6.64,3.05,1.02,9.69,0.76,15.89,2.54,2.25,9.48,13.71,1.75,0,V,1.23,1
7310,W,1,3,F,29.65,0.53,0.38,3.52,0,0,3.40,10.24,2.02,11.28,1.22,22.44,0.41,2.16,5.82,11.81,5.24,0,B,0.61,1
3446,W,1,5,B,11.99,0.15,1.52,8.62,0,0,7.07,4.42,1.02,11.49,1.20,18.58,1.49,2.25,8.23,15.89,2.76,1,V,1.16,1
6568,UE,1,4,F,37.76,-0.05,1.90,7.76,0,0,0.66,13.22,0.88,12.84,0.34,30.14,0.76,2.35,3.46,12.76,0.67,0,F,0.50,0
4988,FE,2,5,U,17.50,-0.42,0.31,10.39,1,0,3.77,14.41,3.21,13.55,0.46,35.99,0.88,0.34,1.25,13.16,0.29,0,F,0.43,1
7446,UE,2,3,B,33.94,1.20,2.01,1.67,0,1,2.07,13.75,1.44,11.73,1.02,34.32,1.04,2.50,2.38,14.11,1.30,0,F,0.47,1
8475,UE,1,4,B,34.35,-0.04,3.58,7.12,0,0,1.97,15.44,1.65,14.23,0.09,40.06,0.68,2.11,2.51,12.93,1.95,1,F,0.37,0
1556,W,2,12,U,20.80,0.56,0.39,2.36,0,0,3.57,7.88,1.60,11.45,1.38,30.85,1.54,1.77,4.53,13.79,4.56,0,V,0.60,0
3311,FE,2,6,B,17.67,2.92,0.75,3.86,1,0,2.38,13.00,3.36,15.33,2.90,19.67,0.23,0.48,3.22,7.07,1.27,1,U,0.37,0
7034,FE,1,11,U,15.86,-0.44,3.19,11.27,0,0,0.99,4.74,1.97,4.61,0.99,20.47,2.35,3.40,3.42,15.98,0.59,1,V,1.12,1
4664,FE,2,8,U,12.06,1.41,0.66,10.89,1,0,5.80,18.24,3.81,15.83,1.46,43.32,0.26,1.03,3.25,12.08,1.73,0,F,0.31,0
5412,UE,2,9,F,42.66,0.26,0.28,1.10,1,0,4.02,12.64,4.11,12.97,0.10,34.24,0.58,0.99,5.06,15.24,3.99,0,U,0.56,1
5322,W,1,4,F,43.19,0.30,1.00,5.04,0,0,2.59,13.85,2.83,12.99,0.39,25.92,1.20,1.41,3.10,12.25,2.13,0,B,0.55,0
8363,UE,1,5,F,37.44,9.94,1.46,1.52,0,0,2.46,12.83,1.79,14.53,0.00,34.02,0.16,2.86,6.81,14.82,2.57,1,B,0.52,1
4756,W,1,3,F,38.48,0.18,1.31,5.37,0,0,2.79,10.39,2.12,11.30,0.52,17.90,2.52,3.34,4.19,13.37,3.04,0,F,0.96,1
2170,W,2,3,U,36.90,0.34,0.45,3.54,0,0,5.33,10.54,6.08,11.47,0.83,23.70,1.33,1.24,4.22,11.15,5.77,0,U,0.58,1
2173,W,1,3,F,36.57,0.55,1.68,3.71,0,0,3.44,11.36,2.35,11.30,1.09,18.14,4.29,0.93,2.26,13.62,4.14,0,B,1.05,1
3064,W,1,3,F,42.90,0.52,1.26,2.19,0,0,6.29,7.99,4.84,11.22,0.56,15.12,1.98,0.67,7.51,12.51,2.02,0,B,1.09,1
1256,UE,1,4,F,40.29,-0.03,3.13,7.40,0,0,2.86,13.58,2.65,13.37,0.21,37.01,0.80,1.35,3.25,14.18,0.82,1,F,0.46,0
9002,W,1,8,F,30.57,0.07,0.03,4.89,0,0,5.36,14.86,2.93,16.14,2.28,24.93,0.47,1.17,4.05,5.19,0.29,0,B,0.20,0
6913,W,1,11,U,44.66,0.70,1.65,4.44,0,0,1.79,5.72,1.48,6.13,0.26,20.05,2.82,2.56,5.87,13.17,2.30,1,V,0.86,1
9038,UE,1,5,U,34.28,1.39,0.83,0.84,0,1,5.52,9.68,5.07,13.74,1.33,23.57,0.45,1.53,6.17,14.38,2.17,0,B,0.74,1
990,W,2,5,F,14.91,0.54,1.96,5.19,0,0,1.72,4.21,0.47,5.05,1.02,15.23,0.39,2.40,8.22,5.80,2.37,1,V,0.36,1
6860,UE,1,8,F,33.65,-0.23,1.80,7.77,0,0,4.63,10.91,1.48,14.96,0.77,26.08,0.23,3.68,7.01,13.30,2.33,1,B,0.61,0
4158,UE,1,3,F,40.26,0.52,0.64,0.94,0,1,1.98,9.31,0.81,11.29,0.77,24.27,0.31,2.94,7.46,12.55,1.95,0,B,0.63,1
6336,W,1,4,F,36.93,0.18,0.77,4.42,0,0,1.56,12.90,0.27,12.99,1.29,31.99,0.33,2.16,4.87,12.96,3.63,0,B,0.45,0
6604,UE,1,4,F,37.05,-0.19,2.38,7.50,0,0,3.50,13.73,1.89,12.66,1.43,34.93,0.70,3.25,3.83,13.13,0.95,1,F,0.43,0
2180,UE,2,3,F,42.09,-0.03,2.74,7.04,0,0,2.50,12.43,3.98,11.99,1.52,32.72,0.62,3.00,6.01,14.65,5.95,0,F,0.56,1
2655,UE,2,10,F,33.03,0.38,0.14,5.16,1,0,0.80,12.44,3.52,11.64,3.54,25.82,0.89,2.17,2.18,14.34,4.58,0,B,0.67,0
4443,W,2,4,F,41.87,0.32,0.19,4.31,0,0,3.87,13.59,2.93,12.20,0.69,22.93,1.30,2.33,2.55,12.54,0.05,1,F,0.63,0
8775,UE,2,6,F,29.07,-0.25,2.49,8.90,0,0,3.50,14.06,2.14,13.34,1.28,36.41,0.41,2.16,4.50,12.90,0.02,0,F,0.42,0
194,UE,2,4,F,36.24,-0.19,2.34,6.62,0,0,1.64,13.21,1.19,12.65,0.34,33.47,0.16,3.88,5.86,12.76,0.08,1,B,0.44,0
7448,FE,1,4,B,27.91,1.21,0.49,2.23,1,0,4.78,15.11,1.15,13.26,3.26,34.14,0.19,1.27,4.07,9.76,2.44,0,F,0.31,0
6636,W,1,3,F,45.56,0.16,1.06,5.68,0,0,3.41,8.05,0.34,11.28,0.76,16.87,3.28,3.42,5.35,13.81,2.40,0,B,1.21,1
6656,W,1,6,F,23.77,0.66,2.39,3.07,0,0,2.95,5.02,0.81,7.20,1.17,33.12,0.99,2.54,7.15,15.15,3.36,0,V,0.53,0
6634,FE,1,3,F,35.13,0.77,1.51,2.49,0,1,4.39,12.22,5.18,11.31,0.89,35.01,0.13,1.49,7.07,12.60,5.26,0,F,0.46,1
9195,UE,2,3,V,41.37,-0.04,1.84,11.72,0,0,1.51,12.79,1.74,11.52,0.91,20.90,2.24,2.07,2.75,11.28,2.89,0,B,0.67,1
1980,FE,1,4,F,40.41,-0.02,0.04,7.75,0,0,5.62,16.15,1.60,13.75,3.48,35.04,0.35,3.44,8.70,5.68,0.04,1,F,0.14,0
6124,FE,2,5,F,29.27,0.67,1.64,4.98,1,0,4.52,14.07,3.20,13.20,1.24,42.13,0.45,1.20,3.97,14.20,0.21,0,F,0.40,1
9488,UE,2,4,V,25.27,5.76,2.21,2.10,0,0,4.90,15.19,1.44,13.96,3.30,37.65,0.64,1.64,1.61,12.54,3.68,0,F,0.38,0
1463,W,2,6,F,39.53,0.22,1.72,4.85,0,0,3.16,9.02,1.55,12.17,1.30,24.61,2.14,3.64,3.61,14.12,3.25,0,V,0.81,0
4843,W,2,5,F,36.41,0.55,0.04,4.15,0,0,3.41,13.13,0.66,12.87,2.75,24.43,0.60,2.18,2.65,14.22,3.55,0,B,0.67,1
5638,W,1,3,F,32.89,0.25,0.58,6.40,0,0,1.26,12.35,1.47,11.36,0.68,33.74,0.13,4.08,6.58,13.02,4.89,0,F,0.45,1
4775,FE,1,4,B,23.60,-0.22,3.13,8.33,0,0,1.19,13.60,2.64,12.65,1.91,35.49,0.43,1.14,3.82,12.34,2.34,0,U,0.41,0
7575,FE,2,6,V,11.58,-0.23,3.52,11.33,0,0,12.43,4.45,3.23,15.13,3.14,9.49,0.60,1.14,9.67,5.09,0.40,0,F,0.73,0
9210,W,2,5,F,42.56,0.43,0.39,3.52,0,0,1.51,10.99,3.30,12.49,3.38,20.34,1.48,2.65,3.88,15.54,3.67,0,B,0.91,1
2246,W,2,3,B,33.94,0.74,1.91,0.47,0,0,1.74,12.55,2.14,11.57,0.70,31.04,0.54,2.56,3.83,10.73,4.04,0,B,0.39,1
845,FE,1,5,F,14.58,2.93,0.99,0.67,0,1,2.32,4.37,2.23,4.77,0.06,17.53,0.46,0.67,7.68,7.51,2.50,0,V,0.39,1
7426,UE,1,4,F,30.18,3.53,0.79,2.16,1,1,2.82,15.94,2.28,14.30,0.01,40.40,0.41,1.62,5.46,14.58,1.62,0,F,0.43,0
2753,UE,2,5,F,40.91,1.25,3.80,0.48,0,1,2.39,15.08,3.15,14.20,0.93,37.55,0.61,0.95,3.83,14.09,0.25,0,F,0.44,1
5580,W,1,10,F,33.24,0.15,1.24,4.91,0,0,6.15,8.89,0.72,13.31,3.55,21.42,1.24,2.19,5.16,13.94,3.34,0,B,0.89,0
7759,FE,1,4,B,30.15,-0.60,3.87,10.49,0,0,2.14,16.20,2.43,15.73,0.35,45.23,0.48,1.58,3.31,12.89,0.68,1,F,0.44,0
964,W,2,3,F,38.28,0.61,1.02,2.29,0,0,1.95,12.80,2.93,11.82,1.24,31.32,0.16,3.32,6.20,11.46,3.02,0,B,0.41,1
3551,FE,1,4,F,34.42,0.35,1.31,4.26,1,0,1.90,13.27,1.87,13.37,0.02,25.06,0.23,2.43,3.27,5.88,0.51,1,F,0.23,0
8611,UE,2,3,F,34.81,-0.34,3.44,9.50,0,0,5.58,12.26,4.64,11.11,0.83,19.45,1.69,0.94,2.52,11.34,2.79,0,B,0.69,1
8054,FE,1,4,B,27.48,1.40,0.15,3.04,1,0,7.82,14.84,1.47,11.63,5.67,25.37,0.71,1.67,2.11,11.41,2.02,0,F,0.51,0
2710,UE,1,6,F,36.90,1.24,1.21,0.55,1,1,7.60,12.20,4.43,13.84,2.99,22.86,1.37,1.46,2.02,12.57,1.95,1,B,0.69,0
8411,FE,2,9,F,33.67,3.05,0.84,5.64,1,1,4.80,15.30,3.55,13.73,0.99,38.37,0.05,0.33,6.33,13.48,2.64,0,F,0.39,1
5601,UE,1,4,F,33.38,1.74,0.01,1.43,0,1,4.35,15.54,1.59,14.18,2.54,37.70,0.21,1.26,4.26,10.69,4.62,0,F,0.32,0
3148,W,2,3,F,42.07,0.10,1.30,5.64,0,0,2.70,14.01,0.91,11.85,0.71,20.61,2.04,3.97,0.89,11.20,3.35,0,B,0.64,1
7131,W,1,3,F,44.15,0.33,0.34,4.13,0,0,5.03,7.14,2.01,11.20,0.95,16.56,1.66,2.95,7.83,13.71,2.71,0,B,1.14,1
9495,FE,2,19,B,23.37,2.39,2.20,0.28,0,1,4.58,15.09,1.47,14.43,3.06,37.87,0.08,1.09,5.45,13.47,2.11,0,F,0.41,1
338,UE,1,7,F,36.95,0.49,0.52,2.19,1,0,3.70,13.68,1.09,13.11,2.56,36.57,0.24,2.01,3.22,13.25,2.18,0,B,0.42,1
8733,FE,1,20,F,32.20,-0.95,1.45,9.04,0,0,6.38,14.16,2.60,14.86,3.74,20.70,0.64,1.42,2.59,7.18,0.51,0,B,0.34,0
7157,FE,2,3,F,24.52,-0.13,1.42,8.66,0,0,2.76,13.24,1.48,11.88,0.92,32.88,0.04,1.57,6.63,11.16,3.44,0,B,0.37,1
2728,W,2,6,U,19.47,4.62,1.58,0.74,0,0,1.38,12.41,1.96,13.63,1.30,18.68,0.31,1.91,1.88,4.79,0.33,1,B,0.25,0
2833,W,2,4,F,40.73,0.15,0.68,4.86,0,0,3.20,13.59,2.58,12.48,0.42,34.31,0.67,2.90,3.81,13.01,1.13,1,F,0.45,0
2977,FE,1,4,B,16.56,1.20,1.16,7.50,1,0,0.88,15.00,1.67,14.36,1.06,44.84,0.39,1.08,2.06,12.31,0.96,0,F,0.31,0
7657,W,1,3,F,38.15,0.20,0.98,4.24,0,0,2.86,11.16,1.72,11.27,1.14,20.71,0.43,3.29,7.03,12.02,2.66,0,B,0.66,1
8896,UE,1,3,F,38.44,-0.06,2.75,7.80,0,0,3.72,10.78,4.99,11.46,1.34,22.77,0.52,2.43,6.63,11.41,4.39,0,B,0.60,1
4684,W,2,4,B,13.28,0.09,1.69,7.62,0,0,7.10,6.30,2.24,13.20,0.59,15.64,0.53,2.08,8.73,12.44,1.93,0,F,1.00,0
2046,W,1,5,U,43.11,0.82,0.90,3.77,0,0,1.51,6.30,1.63,6.05,0.15,21.59,3.33,1.62,1.42,16.23,3.26,0,V,1.12,1
4141,FE,1,5,F,29.10,2.02,2.19,1.02,0,1,1.30,13.67,0.86,13.84,0.43,37.08,0.56,1.89,2.75,13.80,1.37,0,B,0.44,1
2649,FE,1,4,F,28.82,1.66,0.19,0.90,1,0,2.77,15.27,2.04,14.13,0.48,40.90,0.32,1.15,4.37,12.57,1.66,0,F,0.34,0
2147,FE,1,4,F,19.54,-0.19,2.15,9.72,0,0,4.30,15.53,2.59,14.00,1.43,37.83,0.13,1.04,5.38,12.15,2.05,0,F,0.35,0
2983,UE,2,5,F,36.43,1.51,0.87,0.24,0,1,1.64,13.53,0.90,13.40,0.73,34.10,0.34,1.83,4.61,14.67,3.29,0,B,0.49,1
3346,W,1,5,F,13.04,0.09,2.66,9.36,0,0,1.93,4.88,2.35,5.21,0.44,28.74,0.34,0.32,7.10,16.24,2.44,1,V,0.68,1
3059,FE,1,4,B,27.63,1.04,0.41,2.36,1,0,2.50,14.99,2.68,13.59,0.60,41.85,0.54,1.07,2.02,11.49,1.67,0,F,0.31,0
2351,UE,1,10,F,38.67,1.14,0.41,0.42,1,0,2.27,13.14,3.69,12.98,1.42,23.71,0.96,2.22,1.97,13.18,3.32,0,B,0.66,0
3052,FE,1,6,F,25.54,1.17,0.83,2.90,1,0,1.51,12.66,1.20,13.99,1.92,23.48,0.45,1.43,2.98,5.31,1.80,1,B,0.24,0
7528,W,1,3,F,42.61,0.26,0.72,2.95,0,0,1.29,10.07,1.23,11.36,1.29,22.02,1.30,3.89,5.16,12.81,2.94,0,B,0.72,1
9475,UE,2,7,F,38.07,1.15,1.15,1.31,1,0,0.18,14.75,1.39,14.60,1.28,35.55,0.82,2.79,3.19,13.55,2.30,0,F,0.45,1
2177,FE,1,7,B,23.72,3.05,0.46,5.12,1,0,2.19,14.86,3.42,14.13,1.35,32.77,0.47,0.18,3.89,12.39,0.73,0,F,0.43,1
9059,UE,2,3,B,25.77,-0.87,2.13,11.54,0,0,2.41,13.46,3.37,12.39,1.21,34.67,1.00,1.50,3.50,13.20,6.41,0,F,0.47,1
7518,FE,2,6,F,30.30,-0.05,0.36,9.18,0,0,3.08,15.68,3.66,14.62,0.77,29.93,0.69,0.50,1.46,10.01,0.53,1,F,0.37,0
7047,UE,1,5,B,23.76,-0.03,2.63,6.78,0,0,1.50,11.62,4.14,12.23,2.78,31.75,0.43,1.08,6.33,13.98,3.82,0,B,0.56,1
3742,UE,2,6,B,37.47,1.25,3.59,1.64,0,1,3.72,14.53,3.86,14.63,0.14,34.92,0.51,1.61,4.78,12.76,4.40,0,U,0.43,0
8406,FE,2,7,B,14.58,-0.24,4.03,7.68,0,0,2.51,4.86,1.01,7.33,1.50,34.27,0.09,2.44,7.46,15.02,0.91,0,V,0.52,1
8023,UE,2,12,U,23.98,2.22,0.22,0.25,1,1,1.83,14.88,3.88,15.50,2.16,36.74,0.57,0.96,5.10,13.50,3.84,0,F,0.48,0
7965,FE,2,12,B,21.31,-0.50,0.05,9.55,1,0,4.24,15.04,2.96,16.35,1.07,43.33,0.14,1.24,5.27,12.51,1.30,1,F,0.34,0
2468,FE,2,6,F,18.20,3.97,2.73,3.50,1,0,12.09,13.64,2.02,2.29,2.15,17.99,2.36,2.83,0.23,8.48,2.71,1,B,0.58,0
8265,W,2,8,F,36.63,0.34,0.00,2.60,0,0,3.10,9.72,3.87,11.88,1.65,28.65,0.70,2.27,5.61,14.66,3.15,0,B,0.65,0
1206,UE,2,4,B,32.59,0.73,0.20,3.44,1,0,0.42,13.07,2.14,13.23,1.76,36.49,0.84,2.30,3.92,13.90,4.91,0,F,0.46,0
4378,W,2,6,F,39.54,0.24,1.83,5.75,0,0,4.18,13.42,2.45,11.78,1.39,19.96,1.09,2.22,1.64,10.62,3.80,0,F,0.58,0
6330,UE,2,5,F,42.09,-0.01,1.62,6.80,0,0,3.29,10.14,3.31,12.47,0.99,25.89,0.29,3.10,7.31,15.12,2.35,0,U,0.69,1
8567,UE,2,3,B,32.33,-0.07,2.42,7.07,0,0,1.56,12.15,2.75,11.53,1.32,28.14,0.56,2.11,4.63,10.89,4.17,0,B,0.45,1
