count,id,winner,forced.error,unforced.error,final.shot.won,server.is.impact.player,first.serve,rally,same.side,forehand,backhand,volley,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.forehand,previous.backhand,previous.volley,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,previous.time.to.net,opponent.depth,opponent.distance.from.center
3531,3733,0,1,0,0,0,0,4,0,1,0,0,33.13,0.71,0.63,4.45,1,0,0.93,13.29,0.51,13.35,1.44,1,0,0,26.05,1.04,3.57,4.55,0.61,13.03,1.79
3532,1658,1,0,0,1,0,1,4,0,0,1,0,38.19,0.26,0.47,1.60,0,0,3.18,12.90,3.52,13.91,0.51,0,1,0,30.26,1.05,0.81,2.78,0.51,13.08,2.80
3533,1026,0,0,1,0,0,0,10,0,1,0,0,24.40,4.72,0.13,0.21,1,0,0.35,14.16,0.88,13.85,0.73,1,0,0,40.77,0.73,2.81,0.93,0.36,13.19,1.58
3534,1927,0,0,1,0,1,0,7,1,0,0,0,25.18,-0.29,3.52,9.83,0,0,5.94,14.91,2.49,14.47,3.43,1,0,0,35.78,0.60,1.71,2.78,0.42,12.93,0.52
3535,2611,1,0,0,1,1,1,17,0,0,1,0,32.87,0.31,0.15,4.40,0,0,1.32,10.53,1.59,11.56,2.41,0,0,1,21.83,3.06,3.35,1.73,0.78,13.17,3.35
3536,91,1,0,0,1,1,1,5,1,1,0,0,39.00,0.42,1.65,5.74,0,0,8.71,5.18,2.17,12.91,1.84,0,1,0,15.17,1.51,2.40,9.61,1.55,13.98,1.59
3537,3887,0,1,0,0,0,0,8,0,0,1,0,35.48,1.12,1.85,0.84,0,1,2.57,12.67,2.81,13.15,0.29,1,0,0,29.62,0.72,1.76,4.84,0.56,13.81,1.05
3538,6050,0,0,1,0,0,1,4,1,0,0,1,23.16,3.82,2.45,4.69,0,0,2.40,14.91,2.89,14.51,0.52,1,0,0,32.46,0.51,1.17,1.37,0.28,8.62,1.03
3539,5010,0,1,0,0,0,1,4,0,1,0,0,31.48,0.98,2.73,2.78,0,0,3.51,14.32,1.35,13.33,2.02,0,1,0,32.19,0.40,2.25,3.47,0.46,12.91,0.88
3540,2509,1,0,0,1,1,0,5,0,1,0,0,33.04,0.81,1.70,2.34,0,0,2.76,13.41,1.86,13.23,0.89,1,0,0,28.90,0.62,1.20,4.37,0.57,13.64,1.91
3541,166,0,1,0,0,1,1,9,0,1,0,0,34.27,0.26,0.66,3.30,0,0,1.23,13.41,1.86,13.38,0.63,0,1,0,33.25,0.69,2.43,3.04,0.49,13.61,2.94
3542,1305,0,1,0,0,1,1,9,1,1,0,0,30.92,1.40,1.30,0.41,0,1,2.94,13.50,2.77,13.30,0.16,0,1,0,35.17,0.69,1.30,3.63,0.55,15.95,1.04
3543,2438,1,0,0,1,1,0,9,0,0,1,0,34.25,0.81,0.03,0.87,0,0,2.59,13.44,2.94,14.02,0.41,1,0,0,31.03,0.31,2.20,5.70,0.50,13.12,2.11
3544,3121,1,0,0,1,1,1,7,1,0,1,0,37.63,0.48,1.96,2.28,0,0,2.18,11.20,0.35,13.37,0.56,0,1,0,22.19,0.96,2.81,5.71,0.74,13.57,1.05
3545,124,0,1,0,0,0,1,6,0,1,0,0,38.65,0.84,0.28,0.94,0,1,2.60,12.59,1.32,13.35,1.16,1,0,0,28.29,1.17,1.30,4.57,0.62,14.33,3.30
3546,5991,1,0,0,1,1,1,7,0,1,0,0,37.89,0.18,0.10,4.12,0,0,3.58,13.37,1.63,12.39,1.81,1,0,0,26.14,1.03,1.13,3.83,0.59,13.16,2.42
3547,2923,0,0,1,0,0,0,6,0,0,1,0,34.84,-0.12,1.65,5.84,0,0,3.72,14.79,2.32,14.41,1.39,0,1,0,35.31,0.35,1.28,2.46,0.35,10.97,1.43
3548,1668,0,1,0,0,1,0,3,0,1,0,0,32.84,0.93,1.67,0.57,0,1,3.06,11.02,3.74,12.24,0.94,0,1,0,27.22,0.27,2.39,7.48,0.56,12.35,5.39
3549,5364,0,1,0,0,1,1,9,0,1,0,0,35.43,0.71,0.11,2.67,1,0,1.31,15.03,0.08,13.83,0.43,0,1,0,30.10,1.24,3.19,2.21,0.57,14.49,0.21
3550,2755,1,0,0,1,1,0,3,0,1,0,0,32.48,0.59,0.34,1.85,0,0,0.50,12.85,1.11,12.42,0.85,0,1,0,33.03,0.69,2.90,2.91,0.45,12.57,4.04
3551,4804,0,1,0,0,1,1,11,1,0,1,0,35.29,1.35,0.14,0.59,1,0,3.72,14.30,2.82,15.15,0.80,1,0,0,30.86,0.44,1.91,4.98,0.51,13.15,0.50
3552,1800,0,0,1,0,1,0,5,1,1,0,0,34.74,0.63,3.60,0.86,0,1,6.70,12.72,3.73,15.24,2.48,0,1,0,28.94,0.06,1.54,7.67,0.59,13.69,0.90
3553,567,0,1,0,0,0,1,6,0,0,1,0,30.64,-0.08,0.06,6.03,1,0,3.12,11.47,0.66,13.28,1.88,0,1,0,22.71,0.52,2.45,4.68,0.68,12.89,2.68
3554,5473,0,1,0,0,0,0,8,0,0,1,0,31.24,1.28,1.96,1.73,0,1,2.74,12.76,2.83,12.87,0.09,1,0,0,30.54,0.44,1.50,4.60,0.54,13.85,0.34
3555,1237,0,1,0,0,1,1,9,0,0,1,0,33.95,0.87,1.65,0.38,0,1,1.52,12.88,0.95,14.33,0.51,1,0,0,29.30,0.53,3.40,4.63,0.57,13.91,1.51
3556,5219,1,0,0,1,1,1,3,0,1,0,0,34.73,0.66,0.19,1.93,0,0,4.66,7.48,1.50,11.28,1.18,1,0,0,15.60,1.23,1.07,7.60,0.98,12.30,4.36
3557,582,0,1,0,0,1,1,3,0,0,1,0,35.52,0.63,1.36,0.45,0,1,0.91,11.06,0.12,11.55,0.89,1,0,0,23.27,0.68,3.20,5.75,0.61,12.19,3.11
3558,1520,0,1,0,0,1,1,15,0,0,1,0,33.69,0.76,0.15,1.66,1,0,0.94,13.42,0.56,13.30,1.49,1,0,0,28.99,1.01,3.71,2.50,0.54,13.19,3.36
3559,2763,1,0,0,1,1,1,3,0,1,0,0,36.70,0.31,1.49,3.93,0,0,3.32,11.55,4.37,11.61,1.05,0,1,0,27.67,0.69,0.96,5.36,0.54,11.92,4.29
3560,3837,0,1,0,0,1,0,9,0,1,0,0,29.59,0.67,1.59,4.15,1,0,0.65,13.96,0.72,13.39,0.41,0,1,0,31.30,0.97,3.18,2.13,0.53,13.78,2.78
3561,6121,1,0,0,1,1,0,15,0,1,0,0,34.09,0.26,1.43,4.44,0,0,2.25,12.88,1.56,13.31,0.65,1,0,0,30.23,0.65,1.29,3.56,0.57,14.49,2.75
3562,1164,1,0,0,1,1,0,11,0,0,1,0,35.86,0.44,0.70,3.21,0,0,2.35,11.97,0.33,13.67,1.28,0,1,0,20.05,2.02,2.56,2.80,0.88,13.71,4.70
3563,4824,0,1,0,0,1,0,9,0,0,1,0,36.98,0.92,1.41,0.71,0,1,3.62,13.15,4.21,13.73,0.63,1,0,0,24.61,0.81,1.00,6.00,0.67,13.34,1.69
3564,4379,1,0,0,1,0,0,12,0,0,1,0,15.93,0.38,0.69,8.80,0,0,0.78,12.76,0.69,13.54,0.60,1,0,0,36.02,0.47,3.26,4.29,0.50,14.96,1.02
3565,4211,0,1,0,0,1,0,3,0,1,0,0,28.45,0.81,2.74,3.52,0,0,0.61,12.97,0.61,12.41,0.38,0,1,0,31.18,0.19,3.56,5.49,0.47,12.93,1.79
3566,2437,0,1,0,0,1,0,7,1,1,0,0,30.80,0.81,2.45,3.81,0,0,2.71,13.53,2.29,13.76,0.41,0,1,0,30.58,0.53,2.25,6.32,0.62,16.03,0.89
3567,2413,0,0,1,0,1,0,3,0,1,0,0,29.34,1.08,0.16,2.44,1,0,2.10,14.00,2.02,12.20,0.93,0,1,0,32.17,0.98,2.30,1.31,0.47,12.78,5.39
3568,2031,0,0,1,0,0,1,4,0,0,1,0,21.27,3.92,2.22,0.14,0,1,1.07,13.74,2.19,13.46,1.15,0,1,0,36.54,0.55,1.08,1.50,0.40,12.83,1.23
3569,3984,1,0,0,1,0,1,14,0,1,0,0,35.64,0.42,0.77,4.48,0,0,1.12,13.55,0.64,14.28,1.49,0,1,0,26.65,1.30,3.53,3.31,0.64,14.24,2.87
3570,3940,0,1,0,0,0,1,10,0,0,1,0,30.23,-0.01,2.82,7.52,0,0,0.47,13.47,1.90,13.75,1.53,1,0,0,33.94,0.21,2.99,6.54,0.52,15.13,2.13
3571,5130,0,1,0,0,1,1,3,0,0,1,0,29.98,-0.17,3.85,7.90,0,0,0.91,12.73,1.34,11.82,1.37,0,1,0,31.24,0.88,3.86,2.32,0.52,13.70,5.31
3572,5188,0,1,0,0,1,0,7,0,0,1,0,30.23,-0.15,1.33,8.63,0,0,2.92,12.72,3.50,12.56,0.59,1,0,0,29.32,1.52,0.76,1.99,0.61,14.17,2.56
3573,151,0,1,0,0,0,0,10,1,1,0,0,30.39,2.09,0.58,1.20,0,1,1.46,14.05,2.00,14.12,0.54,1,0,0,35.71,0.10,1.83,6.00,0.46,14.06,0.27
3574,1990,0,0,1,0,1,0,15,0,1,0,0,33.41,-0.16,2.51,7.31,0,0,3.63,13.41,1.71,11.90,1.59,1,0,0,29.83,0.73,1.23,3.07,0.54,13.79,2.96
3575,543,1,0,0,1,1,0,3,0,1,0,0,36.11,0.29,0.07,2.81,0,0,0.84,13.01,1.25,12.18,1.37,0,1,0,31.91,0.70,3.15,3.67,0.48,12.93,4.36
3576,304,0,1,0,0,1,0,7,0,1,0,0,33.21,0.89,0.86,0.55,0,1,0.92,12.33,2.38,13.25,2.29,1,0,0,24.55,1.18,3.53,2.80,0.73,14.06,4.35
3577,5134,0,1,0,0,1,0,5,1,0,1,0,33.60,-0.16,1.03,6.86,0,0,4.89,13.41,4.17,12.51,0.63,1,0,0,24.92,1.89,0.23,1.21,0.78,15.20,2.62
3578,3480,0,1,0,0,1,1,5,0,0,1,0,27.86,0.50,0.46,4.68,1,0,1.45,13.16,2.36,13.21,0.91,1,0,0,33.91,0.95,2.02,2.37,0.50,14.06,3.44
3579,4791,0,1,0,0,1,1,19,0,0,1,0,34.25,0.72,0.18,1.78,1,0,1.25,13.16,1.87,13.58,0.68,1,0,0,32.74,0.54,2.31,4.89,0.55,14.94,0.53
3580,5708,0,1,0,0,0,1,4,0,1,0,0,28.19,1.39,0.34,3.52,1,0,2.92,14.34,3.66,14.17,0.75,0,1,0,35.20,0.46,0.92,3.49,0.39,12.11,2.18
3581,1991,0,0,1,0,0,0,4,1,1,0,0,31.21,1.74,1.01,2.17,1,1,4.87,13.47,4.19,13.20,0.67,0,1,0,33.61,0.49,0.69,4.49,0.50,13.84,2.08
3582,1383,0,1,0,0,0,1,4,0,1,0,0,34.74,-0.05,0.78,5.81,0,0,1.17,11.44,2.74,12.60,2.69,0,1,0,25.74,0.53,1.99,5.16,0.54,11.52,3.58
3583,1819,1,0,0,1,1,1,3,0,1,0,0,36.29,0.25,1.29,4.48,0,0,1.96,13.39,1.78,11.46,1.45,0,1,0,22.99,1.78,3.50,1.84,0.66,12.54,1.90
3584,2966,1,0,0,1,1,0,5,1,1,0,0,26.68,0.35,0.22,1.59,0,0,8.43,7.36,2.95,15.04,0.55,1,0,0,16.07,0.99,1.37,7.32,0.90,11.19,1.58
3585,5261,0,1,0,0,0,0,10,1,0,1,0,25.22,1.47,2.71,0.16,0,1,3.56,13.99,3.10,13.63,0.44,1,0,0,33.62,0.40,1.53,4.49,0.47,13.39,2.05
3586,4421,1,0,0,1,1,1,3,0,1,0,0,27.97,0.51,0.73,3.30,0,0,1.43,10.16,1.51,11.35,0.73,1,0,0,23.48,0.49,3.77,5.18,0.68,12.87,4.28
3587,4345,1,0,0,1,1,0,9,1,1,0,0,35.72,0.27,1.31,4.40,0,0,2.70,11.01,0.39,12.82,2.39,1,0,0,23.15,1.24,2.60,5.41,0.82,14.82,1.15
3588,5960,0,1,0,0,1,0,5,0,0,1,0,35.72,0.73,0.42,0.11,1,1,4.89,14.85,3.56,12.98,0.95,1,0,0,29.39,0.72,0.54,3.21,0.50,12.60,1.34
3589,5453,1,0,0,1,0,0,6,0,1,0,0,32.63,0.52,0.26,2.14,0,0,1.25,13.31,3.12,13.39,1.86,0,1,0,34.37,0.45,1.79,3.54,0.44,12.70,4.10
3590,88,1,0,0,1,1,0,19,0,1,0,0,36.57,0.14,1.03,3.19,0,0,3.07,13.25,3.70,13.42,0.63,0,1,0,34.15,0.56,0.69,3.00,0.48,13.45,2.41
3591,4310,0,1,0,0,0,1,4,1,1,0,0,29.29,1.59,1.43,1.16,0,1,2.88,13.34,2.68,13.21,0.20,0,1,0,33.45,0.05,2.66,6.35,0.45,12.94,2.45
3592,459,1,0,0,1,1,1,3,0,0,1,0,36.86,0.63,0.49,1.69,0,0,1.35,12.36,2.75,11.79,1.53,0,1,0,23.51,1.48,1.32,3.52,0.67,12.56,2.53
3593,3234,1,0,0,1,0,1,6,0,1,0,0,34.58,0.32,0.98,3.13,0,0,2.40,13.17,0.41,14.43,1.63,1,0,0,28.68,0.57,2.22,3.29,0.41,10.41,2.71
3594,3827,0,0,1,0,1,1,3,0,1,0,0,34.40,0.69,0.07,0.37,1,1,3.15,11.55,3.99,12.12,0.89,0,1,0,26.97,0.63,1.21,4.96,0.53,11.56,4.73
3595,531,1,0,0,1,1,0,11,1,0,1,0,33.69,0.50,0.09,2.93,0,0,1.75,14.70,3.08,14.32,1.37,1,0,0,29.50,0.59,0.69,2.26,0.35,9.58,1.09
3596,3383,0,0,1,0,0,1,8,0,1,0,0,32.63,-0.34,3.73,8.40,0,0,2.32,14.51,2.06,13.60,0.08,1,0,0,34.90,0.56,1.43,1.57,0.45,13.44,1.22
3597,1276,0,1,0,0,0,1,6,0,0,1,0,36.07,0.55,0.51,2.29,1,0,4.27,14.98,1.39,15.42,2.85,1,0,0,28.03,1.00,2.16,2.91,0.53,12.65,1.47
3598,2395,0,1,0,0,1,1,3,0,1,0,0,34.49,0.40,0.13,2.90,1,0,1.22,12.70,0.26,11.59,0.78,0,1,0,28.13,0.75,3.47,3.89,0.56,13.38,1.76
3599,884,1,0,0,1,0,1,8,0,1,0,0,35.80,0.61,1.31,3.39,0,0,4.71,10.95,2.05,13.63,1.83,1,0,0,19.53,1.41,0.90,7.33,1.01,15.31,2.88
3600,6020,1,0,0,1,1,0,7,0,0,1,0,33.71,0.60,1.09,2.85,0,0,5.41,7.54,1.09,11.47,2.62,0,0,1,17.69,5.45,2.35,4.61,1.20,13.20,4.60
3601,5405,0,0,1,0,1,1,5,1,0,1,0,26.15,-0.06,1.04,8.73,0,0,4.82,14.13,2.61,13.42,2.15,1,0,0,31.23,0.17,1.86,4.81,0.41,11.25,0.02
3602,5448,0,1,0,0,0,1,6,1,1,0,0,31.61,1.42,1.07,0.46,0,1,2.24,13.42,1.31,13.62,0.92,1,0,0,34.23,0.44,2.24,3.38,0.46,13.56,0.05
3603,3138,0,1,0,0,1,0,9,1,0,1,0,30.74,1.31,1.29,0.24,0,1,2.99,12.29,2.48,11.30,0.33,1,0,0,31.58,1.02,1.74,3.27,0.56,14.50,1.83
3604,4260,0,1,0,0,0,1,4,0,0,1,0,38.91,0.93,1.00,1.99,0,1,1.72,12.68,0.66,14.00,0.44,0,1,0,21.64,1.33,2.58,4.63,0.73,13.01,0.61
3605,5613,1,0,0,1,1,1,3,0,1,0,0,32.71,0.43,0.86,1.18,0,0,3.15,10.78,4.52,11.47,1.45,0,1,0,27.22,0.67,1.19,6.22,0.64,13.18,5.91
3606,4943,0,1,0,0,1,0,3,0,1,0,0,28.55,2.16,2.17,1.71,1,1,2.90,12.53,3.80,12.08,0.94,0,1,0,32.50,0.33,1.52,5.20,0.45,12.09,4.49
3607,394,0,0,1,0,0,0,10,0,1,0,0,16.71,-0.44,4.01,10.54,0,0,5.40,10.15,2.38,7.86,2.51,1,0,0,24.59,1.13,0.69,2.34,0.60,12.70,2.99
3608,2640,0,1,0,0,0,1,4,0,0,1,0,31.56,1.53,0.51,1.01,0,1,2.30,13.16,2.15,13.12,0.15,1,0,0,33.48,0.13,2.18,5.43,0.39,11.90,0.71
3609,3111,1,0,0,1,1,1,3,0,0,1,0,36.53,0.49,1.24,0.87,0,0,2.40,10.59,1.24,11.33,1.04,1,0,0,19.38,1.33,2.35,5.01,0.78,12.27,2.66
3610,1182,1,0,0,1,1,1,13,0,1,0,0,33.53,0.11,0.51,5.45,0,0,0.96,12.96,0.75,13.89,0.52,0,1,0,28.39,0.78,3.23,4.15,0.57,13.62,1.66
3611,5857,1,0,0,1,1,1,7,0,0,1,0,33.54,0.14,0.17,5.38,0,0,1.16,13.43,2.90,13.38,1.74,1,0,0,30.94,0.64,1.96,3.78,0.52,13.73,3.05
3612,1792,1,0,0,1,1,1,5,1,1,0,0,24.03,0.12,1.42,6.01,0,0,1.33,3.64,0.24,4.85,0.78,0,0,1,31.34,0.80,3.19,8.56,0.51,13.32,2.81
3613,3352,0,1,0,0,1,1,7,0,0,0,0,28.87,-0.22,1.53,8.04,0,0,1.23,13.92,1.80,13.73,0.59,0,1,0,34.15,0.50,2.23,2.89,0.43,12.89,1.88
3614,4176,1,0,0,1,0,0,12,1,0,0,1,14.15,2.25,2.73,3.55,0,0,1.82,9.49,2.48,10.84,1.27,0,0,1,31.35,0.36,1.16,7.57,0.39,4.53,0.11
3615,4913,1,0,0,1,1,1,3,0,0,1,0,35.56,0.11,1.50,4.97,0,0,0.88,11.19,0.03,11.40,0.83,1,0,0,25.69,0.58,3.13,5.48,0.56,12.42,2.64
3616,1723,0,1,0,0,0,1,14,0,1,0,0,31.77,1.42,1.52,0.34,0,1,3.93,13.95,1.03,12.93,2.76,1,0,0,30.95,0.86,1.66,2.21,0.51,13.52,3.55
3617,5942,0,1,0,0,1,1,7,0,0,1,0,23.75,-0.16,3.42,7.49,0,0,2.26,12.54,3.55,13.18,1.39,1,0,0,31.86,0.12,2.18,6.52,0.52,13.35,3.40
3618,3328,0,0,1,0,0,1,10,1,1,0,0,30.37,-0.41,3.27,9.08,0,0,1.85,14.34,2.69,13.40,1.10,1,0,0,34.60,0.43,0.99,2.86,0.45,13.43,0.37
3619,5203,0,1,0,0,0,1,10,1,1,0,0,32.73,1.42,2.93,0.81,0,1,2.73,14.32,1.81,14.14,0.91,0,1,0,32.05,1.01,2.10,2.43,0.53,13.97,1.10
3620,3505,1,0,0,1,1,0,5,0,1,0,0,32.49,0.25,0.62,4.55,0,0,0.55,13.14,1.02,12.97,0.50,1,0,0,33.65,0.34,3.91,3.66,0.47,13.78,0.98
3621,700,1,0,0,1,1,1,11,0,0,1,0,34.71,0.73,0.04,0.67,0,0,2.01,13.48,2.24,13.76,0.25,1,0,0,31.36,0.65,2.26,4.12,0.54,14.23,1.59
3622,2258,1,0,0,1,1,1,5,0,0,1,0,32.87,0.24,0.22,3.99,0,0,3.56,12.93,3.99,12.10,0.53,1,0,0,29.83,1.14,0.59,2.29,0.57,13.84,3.11
3623,4800,1,0,0,1,0,1,6,0,1,0,0,30.01,1.24,0.28,0.35,0,0,1.86,13.19,3.15,13.62,1.33,0,1,0,32.72,0.05,2.36,6.69,0.46,12.80,2.85
3624,4470,1,0,0,1,1,1,3,0,1,0,0,35.40,0.04,0.58,3.78,0,0,2.92,12.32,4.13,11.73,1.27,0,1,0,33.88,0.56,0.92,4.61,0.52,13.70,5.75
3625,2607,0,1,0,0,1,1,5,0,1,0,0,34.68,1.09,0.70,0.70,1,0,2.07,12.60,2.60,12.74,0.53,0,1,0,22.18,1.57,1.53,2.84,0.78,13.60,2.48
3626,4254,0,0,1,0,1,1,5,0,0,1,0,18.61,1.82,0.78,5.16,1,0,0.47,11.39,2.51,10.93,2.40,1,0,0,33.12,1.08,0.71,1.21,0.52,13.90,4.36
3627,1686,0,1,0,0,1,0,15,0,1,0,0,31.03,-0.28,0.44,8.75,0,0,1.16,13.75,1.32,13.53,2.46,0,1,0,30.46,0.64,3.09,4.23,0.52,13.35,2.88
3628,2347,0,1,0,0,1,0,25,1,0,1,0,29.52,0.99,0.28,1.18,1,0,2.36,13.18,1.62,13.24,0.74,1,0,0,32.76,1.18,2.15,0.69,0.54,14.76,2.53
3629,3515,0,0,1,0,0,1,16,0,1,0,0,23.83,2.70,2.03,2.07,0,1,4.26,14.74,1.99,13.85,2.17,0,1,0,35.00,0.80,1.48,1.38,0.46,13.77,0.51
3630,3050,0,1,0,0,1,0,9,1,1,0,0,32.70,1.41,2.65,0.33,0,1,2.54,14.75,1.39,13.23,0.64,1,0,0,28.43,1.75,3.97,0.52,0.63,14.83,1.66
3631,1697,0,0,1,0,1,0,5,1,0,1,0,33.86,-0.28,1.99,7.67,0,0,3.09,14.54,3.09,13.92,0.06,1,0,0,31.44,0.92,0.93,2.42,0.50,13.55,0.23
3632,2679,0,1,0,0,1,1,5,0,1,0,0,33.07,1.41,2.17,0.68,0,1,2.92,14.15,1.13,13.75,1.76,0,1,0,30.74,0.67,2.40,3.24,0.51,13.44,0.61
3633,4392,0,1,0,0,1,1,3,0,0,1,0,32.90,0.37,0.42,3.46,1,0,1.94,13.08,3.23,12.04,1.58,1,0,0,30.42,1.19,1.28,2.21,0.55,13.58,4.57
3634,2905,0,1,0,0,0,0,4,1,0,1,0,36.62,0.70,2.43,0.46,0,1,1.78,12.95,1.49,13.45,0.22,1,0,0,30.25,0.30,2.95,5.27,0.50,13.13,0.92
3635,3298,1,0,0,1,1,0,3,0,1,0,0,30.87,0.26,0.49,2.71,0,0,2.45,11.77,4.12,11.48,1.69,0,1,0,32.76,0.05,2.30,6.99,0.50,13.01,6.21
3636,5260,0,1,0,0,0,0,4,1,1,0,0,41.47,0.70,1.03,2.16,1,0,2.96,13.82,1.01,12.54,1.66,1,0,0,20.08,3.33,3.74,0.44,0.90,13.47,1.51
3637,2774,0,1,0,0,0,0,6,0,0,1,0,34.97,-0.15,1.36,7.29,0,0,1.49,13.17,1.41,13.67,0.01,1,0,0,29.85,0.66,2.75,4.29,0.59,14.86,0.71
3638,5210,1,0,0,1,0,0,10,1,0,1,0,39.35,0.24,0.83,1.59,0,0,5.41,11.31,1.25,12.46,4.03,0,1,0,22.91,0.98,3.14,5.35,0.72,13.41,1.73
3639,5131,0,1,0,0,1,0,3,0,1,0,0,34.06,-0.06,2.95,7.81,0,0,4.02,12.02,3.42,11.32,0.54,1,0,0,20.20,0.80,0.62,6.34,0.60,10.54,2.20
3640,2166,1,0,0,1,1,0,3,0,1,0,0,32.31,0.28,0.53,4.71,0,0,1.83,12.35,2.44,11.54,0.80,0,1,0,24.43,1.04,3.49,2.87,0.48,10.20,3.62
3641,688,0,0,1,0,0,0,6,0,1,0,0,27.35,0.27,1.62,1.70,0,1,6.86,7.92,1.92,12.69,3.00,0,1,0,15.95,0.12,1.86,8.58,0.80,10.38,0.20
3642,1776,0,0,1,0,0,1,4,0,1,0,0,34.31,0.42,3.99,2.44,0,0,1.87,13.48,1.92,13.38,0.05,1,0,0,38.69,0.47,2.07,2.58,0.39,12.99,0.74
3643,3099,0,1,0,0,0,1,10,0,0,1,0,21.55,0.58,0.20,3.87,1,0,2.50,11.00,1.13,13.34,1.98,0,1,0,29.36,0.29,3.17,4.39,0.49,12.40,2.67
3644,4317,0,0,1,0,1,1,5,0,1,0,0,24.37,1.71,2.47,4.58,1,0,2.64,13.16,3.20,13.30,0.56,1,0,0,36.54,0.19,2.03,5.55,0.39,12.26,2.14
3645,1691,0,1,0,0,0,1,6,0,0,1,0,39.43,-0.23,3.49,6.68,0,0,1.24,13.22,1.81,13.31,0.57,1,0,0,34.63,0.23,2.26,4.99,0.48,14.22,1.06
3646,4518,1,0,0,1,1,1,5,1,1,0,0,39.25,0.44,2.30,1.75,0,0,1.36,12.84,0.97,12.82,0.39,1,0,0,30.94,0.72,3.14,3.70,0.53,13.77,2.62
3647,1468,0,0,1,0,1,0,9,0,0,1,0,21.66,3.89,1.13,9.28,0,0,2.58,13.43,2.72,13.32,0.15,0,1,0,36.93,0.52,0.96,1.71,0.36,11.77,1.24
3648,1688,0,0,1,0,0,1,8,0,1,0,0,29.95,1.09,1.86,0.60,1,1,2.09,13.61,3.16,14.76,1.41,1,0,0,37.32,0.23,1.80,4.86,0.38,12.32,2.01
3649,4900,0,0,1,0,1,0,5,1,1,0,0,27.26,1.43,1.14,2.20,1,0,0.28,12.81,1.79,12.54,1.85,1,0,0,33.42,0.86,1.75,1.57,0.45,13.10,0.25
3650,650,0,1,0,0,1,1,5,1,0,1,0,28.39,0.63,0.28,1.95,1,0,3.74,6.61,1.54,9.86,0.32,0,0,1,24.41,1.26,1.90,5.53,0.67,13.02,3.79
3651,4146,1,0,0,1,1,1,3,0,0,1,0,37.43,0.21,0.56,3.11,0,0,2.16,11.27,2.86,10.97,0.72,0,1,0,24.17,0.64,2.28,5.88,0.60,12.28,3.45
3652,5487,0,1,0,0,1,0,3,0,0,1,0,33.08,-0.29,3.96,7.97,0,0,1.35,12.42,2.16,11.76,0.98,0,1,0,32.60,0.68,2.15,3.00,0.42,11.74,4.05
3653,3393,0,1,0,0,1,0,9,0,0,1,0,30.10,0.82,0.27,3.61,1,0,0.90,13.60,0.46,13.22,1.28,1,0,0,34.36,1.11,3.05,0.86,0.45,13.14,1.71
3654,1592,0,1,0,0,1,0,3,0,1,0,0,35.98,0.69,2.02,0.58,0,1,0.59,11.52,0.27,11.69,0.84,0,1,0,27.31,0.34,2.90,5.97,0.43,10.64,2.53
3655,653,0,1,0,0,0,0,4,0,1,0,0,37.97,0.62,0.61,0.61,0,1,3.33,10.89,3.30,12.58,0.43,0,1,0,19.54,1.75,2.61,3.34,0.83,12.75,3.15
3656,5771,0,1,0,0,0,1,4,0,1,0,0,36.03,-0.19,3.72,8.29,0,0,3.75,13.83,4.10,12.28,0.68,1,0,0,23.11,1.32,0.40,3.54,0.63,12.33,0.70
3657,832,1,0,0,1,1,1,3,0,1,0,0,31.07,0.48,0.50,2.58,0,0,1.12,12.21,1.72,11.46,0.90,0,1,0,32.70,0.42,3.74,2.99,0.41,12.36,2.58
3658,2298,1,0,0,1,0,0,4,1,1,0,0,36.33,0.54,0.72,0.03,0,0,1.77,10.47,0.18,11.15,1.82,1,0,0,24.41,0.40,3.79,4.39,0.56,12.23,0.60
3659,217,0,0,1,0,1,0,3,0,1,0,0,29.29,1.36,3.31,0.88,0,1,2.27,13.18,2.50,11.49,0.98,0,1,0,29.90,0.93,1.21,1.25,0.40,10.50,2.54
3660,1493,0,1,0,0,1,1,3,0,0,1,0,33.41,0.67,3.41,0.85,0,1,0.77,11.92,1.06,11.26,0.67,1,0,0,31.98,0.40,2.77,3.67,0.44,12.30,2.01
3661,5898,0,1,0,0,1,1,5,1,1,0,0,25.11,1.68,2.00,3.66,1,0,0.76,12.87,0.22,12.51,0.45,1,0,0,33.39,0.04,4.07,6.11,0.50,14.10,2.29
3662,657,1,0,0,1,1,1,3,0,1,0,0,36.58,0.31,1.37,3.49,0,0,4.35,6.89,1.68,11.17,0.90,1,0,0,16.19,2.76,2.26,6.27,1.12,12.38,5.00
3663,92,0,1,0,0,0,1,4,1,1,0,0,35.00,0.99,0.78,0.38,1,0,1.48,11.39,0.75,12.78,0.25,1,0,0,24.90,0.46,3.95,5.75,0.58,12.49,0.62
3664,5345,1,0,0,1,1,1,5,1,1,0,0,36.97,0.66,0.28,1.27,0,0,0.80,12.28,0.81,13.06,0.61,1,0,0,26.26,0.83,2.79,4.91,0.62,13.75,1.00
3665,4241,0,0,1,0,0,1,4,1,0,1,0,31.81,-0.15,2.95,6.87,0,0,2.46,13.87,2.48,13.33,0.08,1,0,0,30.25,0.07,1.22,5.93,0.42,11.41,1.36
